Wafer_ID,Stage_Name,Stage_Index,Reference_Image,Search_Image,Incremental_dX_nm,Incremental_dY_nm,Incremental_dTheta_deg,Cumulative_dX_nm,Cumulative_dY_nm,Cumulative_dTheta_deg,CD_Bias_nm,Overlay_Error_nm,Local_Pattern_Density,True_Center_X_px,True_Center_Y_px,Defocus_Sigma_px,Defect_Count,Drift_Magnitude_nm,Drift_Risk_Label
WF-032,03_CMP,3,000_golden_reference.png,WF-032_Stage3_03_CMP.png,-8.404,4.569,-0.0146,-9.083,-0.532,-0.0337,-1.282,9.099,0.411,500.91,500.05,0.92,0,9.099,NORMAL
WF-032,04_Metal1,4,000_golden_reference.png,WF-032_Stage4_04_Metal1.png,-7.894,-0.176,-0.0115,-16.977,-0.708,-0.0452,-0.786,16.992,0.5,501.7,500.07,0.697,0,16.992,NORMAL
WF-033,01_Lithography,1,000_golden_reference.png,WF-033_Stage1_01_Lithography.png,-0.659,6.536,0.0133,-0.659,6.536,0.0133,0.0,6.569,0.5,500.07,499.35,0.817,0,6.569,NORMAL
WF-033,02_Etch,2,000_golden_reference.png,WF-033_Stage2_02_Etch.png,-3.45,-5.526,-0.0192,-4.109,1.01,-0.0059,-1.232,4.232,0.42,500.41,499.9,0.714,0,4.232,NORMAL
WF-033,03_CMP,3,000_golden_reference.png,WF-033_Stage3_03_CMP.png,12.998,-0.701,0.006,8.889,0.31,0.0001,-1.007,8.894,0.406,499.11,499.97,0.786,0,8.894,NORMAL
WF-033,04_Metal1,4,000_golden_reference.png,WF-033_Stage4_04_Metal1.png,5.339,6.576,0.018,14.227,6.886,0.018,-0.587,15.806,0.5,498.58,499.31,0.572,0,15.806,NORMAL
WF-034,01_Lithography,1,000_golden_reference.png,WF-034_Stage1_01_Lithography.png,-5.648,-4.728,0.0068,-5.648,-4.728,0.0068,0.0,7.365,0.5,500.56,500.47,0.519,0,7.365,NORMAL
WF-034,02_Etch,2,000_golden_reference.png,WF-034_Stage2_02_Etch.png,31.535,16.795,0.072,25.888,12.067,0.0787,-1.414,28.562,0.411,497.41,498.79,0.434,0,28.562,NORMAL
WF-034,03_CMP,3,000_golden_reference.png,WF-034_Stage3_03_CMP.png,22.027,25.359,0.0749,47.915,37.427,0.1536,-1.722,60.799,0.402,495.21,496.26,0.916,2,60.799,WATCH
WF-034,04_Metal1,4,000_golden_reference.png,WF-034_Stage4_04_Metal1.png,37.663,33.224,0.0365,85.578,70.65,0.1901,-1.406,110.973,0.5,491.44,492.93,0.7,0,110.973,CRITICAL_DRIFT
WF-035,01_Lithography,1,000_golden_reference.png,WF-035_Stage1_01_Lithography.png,5.902,10.247,-0.0041,5.902,10.247,-0.0041,0.0,11.825,0.5,499.41,498.98,0.855,0,11.825,NORMAL
WF-035,02_Etch,2,000_golden_reference.png,WF-035_Stage2_02_Etch.png,6.73,-5.632,0.0076,12.632,4.615,0.0035,-1.302,13.449,0.402,498.74,499.54,0.715,0,13.449,NORMAL
WF-035,03_CMP,3,000_golden_reference.png,WF-035_Stage3_03_CMP.png,-6.758,6.905,0.014,5.874,11.52,0.0175,-1.221,12.931,0.411,499.41,498.85,0.9,2,12.931,NORMAL
WF-035,04_Metal1,4,000_golden_reference.png,WF-035_Stage4_04_Metal1.png,-6.337,10.709,0.0113,-0.463,22.229,0.0288,-0.713,22.234,0.5,500.05,497.78,1.328,2,22.234,NORMAL
WF-036,01_Lithography,1,000_golden_reference.png,WF-036_Stage1_01_Lithography.png,-0.847,2.107,-0.0064,-0.847,2.107,-0.0064,0.0,2.271,0.5,500.08,499.79,1.201,0,2.271,NORMAL
WF-036,02_Etch,2,000_golden_reference.png,WF-036_Stage2_02_Etch.png,9.691,7.802,-0.0158,8.843,9.909,-0.0221,-1.569,13.281,0.406,499.12,499.01,0.953,0,13.281,NORMAL
WF-036,03_CMP,3,000_golden_reference.png,WF-036_Stage3_03_CMP.png,4.983,7.917,0.0083,13.826,17.826,-0.0138,-1.62,22.559,0.405,498.62,498.22,0.785,0,22.559,NORMAL
WF-036,04_Metal1,4,000_golden_reference.png,WF-036_Stage4_04_Metal1.png,7.143,10.379,-0.0092,20.97,28.205,-0.023,-0.835,35.146,0.5,497.9,497.18,0.89,0,35.146,NORMAL
WF-037,01_Lithography,1,000_golden_reference.png,WF-037_Stage1_01_Lithography.png,1.637,0.84,0.0092,1.637,0.84,0.0092,0.0,1.84,0.5,499.84,499.92,0.725,0,1.84,NORMAL
WF-037,02_Etch,2,000_golden_reference.png,WF-037_Stage2_02_Etch.png,-3.095,8.331,0.0132,-1.458,9.171,0.0225,-0.869,9.286,0.395,500.15,499.08,0.859,0,9.286,NORMAL
WF-037,03_CMP,3,000_golden_reference.png,WF-037_Stage3_03_CMP.png,10.396,-2.61,-0.0014,8.938,6.561,0.0211,-0.781,11.087,0.401,499.11,499.34,0.594,2,11.087,NORMAL
WF-037,04_Metal1,4,000_golden_reference.png,WF-037_Stage4_04_Metal1.png,-0.662,-6.483,0.014,8.275,0.077,0.0351,-0.372,8.276,0.5,499.17,499.99,0.967,0,8.276,NORMAL
WF-038,01_Lithography,1,000_golden_reference.png,WF-038_Stage1_01_Lithography.png,8.552,-0.874,0.0152,8.552,-0.874,0.0152,0.0,8.597,0.5,499.14,500.09,0.736,1,8.597,NORMAL
WF-038,02_Etch,2,000_golden_reference.png,WF-038_Stage2_02_Etch.png,34.828,18.078,0.0306,43.381,17.204,0.0458,-1.558,46.668,0.407,495.66,498.28,0.733,0,46.668,WATCH
WF-038,03_CMP,3,000_golden_reference.png,WF-038_Stage3_03_CMP.png,20.055,27.842,0.0593,63.435,45.046,0.1051,-1.352,77.802,0.403,493.66,495.5,1.024,0,77.802,CRITICAL_DRIFT
WF-038,04_Metal1,4,000_golden_reference.png,WF-038_Stage4_04_Metal1.png,34.575,26.21,0.0594,98.01,71.256,0.1646,-0.576,121.175,0.5,490.2,492.87,0.734,2,121.175,CRITICAL_DRIFT
WF-039,01_Lithography,1,000_golden_reference.png,WF-039_Stage1_01_Lithography.png,-4.125,5.452,-0.0078,-4.125,5.452,-0.0078,0.0,6.837,0.5,500.41,499.45,0.657,0,6.837,NORMAL
WF-039,02_Etch,2,000_golden_reference.png,WF-039_Stage2_02_Etch.png,31.957,22.412,0.0619,27.832,27.864,0.0541,-1.14,39.383,0.394,497.22,497.21,0.702,2,39.383,NORMAL
WF-039,03_CMP,3,000_golden_reference.png,WF-039_Stage3_03_CMP.png,35.902,19.277,0.0722,63.735,47.141,0.1263,-1.324,79.274,0.413,493.63,495.29,1.243,0,79.274,CRITICAL_DRIFT
WF-039,04_Metal1,4,000_golden_reference.png,WF-039_Stage4_04_Metal1.png,24.034,14.654,0.0416,87.769,61.796,0.1678,-0.952,107.341,0.5,491.22,493.82,1.149,0,107.341,CRITICAL_DRIFT
WF-040,01_Lithography,1,000_golden_reference.png,WF-040_Stage1_01_Lithography.png,7.768,-3.667,-0.0113,7.768,-3.667,-0.0113,0.0,8.59,0.5,499.22,500.37,0.602,0,8.59,NORMAL
WF-040,02_Etch,2,000_golden_reference.png,WF-040_Stage2_02_Etch.png,1.652,6.043,0.0191,9.421,2.375,0.0077,-1.22,9.715,0.398,499.06,499.76,0.631,0,9.715,NORMAL
WF-040,03_CMP,3,000_golden_reference.png,WF-040_Stage3_03_CMP.png,-2.774,-5.191,-0.0122,6.647,-2.815,-0.0045,-1.438,7.218,0.415,499.34,500.28,0.647,0,7.218,NORMAL
WF-040,04_Metal1,4,000_golden_reference.png,WF-040_Stage4_04_Metal1.png,-5.052,-6.745,0.0014,1.594,-9.561,-0.0032,-0.973,9.693,0.5,499.84,500.96,0.648,0,9.693,NORMAL
WF-041,01_Lithography,1,000_golden_reference.png,WF-041_Stage1_01_Lithography.png,3.174,5.554,-0.0149,3.174,5.554,-0.0149,0.0,6.396,0.5,499.68,499.44,0.433,0,6.396,NORMAL
WF-041,02_Etch,2,000_golden_reference.png,WF-041_Stage2_02_Etch.png,10.106,1.836,0.0149,13.28,7.389,-0.0,-1.259,15.197,0.407,498.67,499.26,0.416,0,15.197,NORMAL
WF-041,03_CMP,3,000_golden_reference.png,WF-041_Stage3_03_CMP.png,1.327,0.928,-0.0126,14.607,8.318,-0.0127,-1.618,16.809,0.405,498.54,499.17,0.173,0,16.809,NORMAL
WF-041,04_Metal1,4,000_golden_reference.png,WF-041_Stage4_04_Metal1.png,11.703,1.599,0.0129,26.31,9.917,0.0002,-1.078,28.117,0.5,497.37,499.01,0.609,0,28.117,NORMAL
WF-042,01_Lithography,1,000_golden_reference.png,WF-042_Stage1_01_Lithography.png,4.848,-6.035,-0.014,4.848,-6.035,-0.014,0.0,7.741,0.5,499.52,500.6,0.37,0,7.741,NORMAL
WF-042,02_Etch,2,000_golden_reference.png,WF-042_Stage2_02_Etch.png,31.508,18.684,0.0896,36.356,12.649,0.0756,-0.895,38.494,0.411,496.36,498.74,0.745,0,38.494,NORMAL
WF-042,03_CMP,3,000_golden_reference.png,WF-042_Stage3_03_CMP.png,36.347,25.339,0.0774,72.703,37.988,0.153,-1.114,82.029,0.401,492.73,496.2,0.938,0,82.029,CRITICAL_DRIFT
WF-042,04_Metal1,4,000_golden_reference.png,WF-042_Stage4_04_Metal1.png,30.542,21.911,0.0566,103.244,59.9,0.2096,-0.298,119.362,0.5,489.68,494.01,0.814,0,119.362,CRITICAL_DRIFT
WF-043,01_Lithography,1,000_golden_reference.png,WF-043_Stage1_01_Lithography.png,-2.282,4.178,0.0044,-2.282,4.178,0.0044,0.0,4.761,0.5,500.23,499.58,0.496,0,4.761,NORMAL
WF-043,02_Etch,2,000_golden_reference.png,WF-043_Stage2_02_Etch.png,7.282,10.057,-0.0117,5.0,14.235,-0.0073,-0.969,15.088,0.406,499.5,498.58,0.749,1,15.088,NORMAL
WF-043,03_CMP,3,000_golden_reference.png,WF-043_Stage3_03_CMP.png,5.529,-4.173,-0.013,10.53,10.062,-0.0204,-1.309,14.564,0.423,498.95,498.99,0.996,0,14.564,NORMAL
WF-043,04_Metal1,4,000_golden_reference.png,WF-043_Stage4_04_Metal1.png,-8.941,1.109,0.0038,1.589,11.171,-0.0166,-0.834,11.284,0.5,499.84,498.88,1.073,0,11.284,NORMAL
WF-044,01_Lithography,1,000_golden_reference.png,WF-044_Stage1_01_Lithography.png,6.553,5.654,-0.0018,6.553,5.654,-0.0018,0.0,8.655,0.5,499.34,499.43,0.456,0,8.655,NORMAL
WF-044,02_Etch,2,000_golden_reference.png,WF-044_Stage2_02_Etch.png,6.122,9.63,0.0115,12.675,15.284,0.0097,-1.3,19.856,0.402,498.73,498.47,0.504,0,19.856,NORMAL
WF-044,03_CMP,3,000_golden_reference.png,WF-044_Stage3_03_CMP.png,5.546,9.806,-0.003,18.222,25.09,0.0067,-1.264,31.009,0.394,498.18,497.49,0.935,0,31.009,NORMAL
WF-044,04_Metal1,4,000_golden_reference.png,WF-044_Stage4_04_Metal1.png,5.248,9.351,0.0131,23.469,34.442,0.0197,-0.922,41.678,0.5,497.65,496.56,1.211,0,41.678,WATCH
WF-045,01_Lithography,1,000_golden_reference.png,WF-045_Stage1_01_Lithography.png,-2.233,6.481,0.0028,-2.233,6.481,0.0028,0.0,6.855,0.5,500.22,499.35,1.135,0,6.855,NORMAL
WF-045,02_Etch,2,000_golden_reference.png,WF-045_Stage2_02_Etch.png,24.927,14.736,0.0713,22.694,21.217,0.0741,-1.36,31.067,0.412,497.73,497.88,0.365,0,31.067,NORMAL
WF-045,03_CMP,3,000_golden_reference.png,WF-045_Stage3_03_CMP.png,40.624,23.01,0.0596,63.318,44.227,0.1337,-1.695,77.235,0.404,493.67,495.58,0.987,0,77.235,CRITICAL_DRIFT
WF-045,04_Metal1,4,000_golden_reference.png,WF-045_Stage4_04_Metal1.png,18.957,21.505,0.0493,82.275,65.732,0.1831,-1.245,105.308,0.5,491.77,493.43,0.97,0,105.308,CRITICAL_DRIFT
WF-046,01_Lithography,1,000_golden_reference.png,WF-046_Stage1_01_Lithography.png,12.162,8.047,0.003,12.162,8.047,0.003,0.0,14.583,0.5,498.78,499.2,0.637,0,14.583,NORMAL
WF-046,02_Etch,2,000_golden_reference.png,WF-046_Stage2_02_Etch.png,40.819,33.991,0.0703,52.981,42.038,0.0733,-1.016,67.633,0.407,494.7,495.8,0.699,0,67.633,CRITICAL_DRIFT
WF-046,03_CMP,3,000_golden_reference.png,WF-046_Stage3_03_CMP.png,18.966,28.638,0.0582,71.946,70.676,0.1316,-0.894,100.853,0.413,492.81,492.93,0.845,0,100.853,CRITICAL_DRIFT
WF-046,04_Metal1,4,000_golden_reference.png,WF-046_Stage4_04_Metal1.png,39.986,15.993,0.0651,111.932,86.669,0.1967,-0.214,141.564,0.5,488.81,491.33,0.502,0,141.564,CRITICAL_DRIFT
WF-047,01_Lithography,1,000_golden_reference.png,WF-047_Stage1_01_Lithography.png,-6.993,-0.737,-0.0067,-6.993,-0.737,-0.0067,0.0,7.031,0.5,500.7,500.07,0.27,0,7.031,NORMAL
WF-047,02_Etch,2,000_golden_reference.png,WF-047_Stage2_02_Etch.png,5.743,8.439,-0.0068,-1.25,7.702,-0.0135,-1.355,7.803,0.395,500.12,499.23,0.505,0,7.803,NORMAL
WF-047,03_CMP,3,000_golden_reference.png,WF-047_Stage3_03_CMP.png,-2.659,10.013,0.0125,-3.909,17.716,-0.0009,-1.315,18.142,0.408,500.39,498.23,0.581,0,18.142,NORMAL
WF-047,04_Metal1,4,000_golden_reference.png,WF-047_Stage4_04_Metal1.png,1.006,-1.339,-0.0071,-2.903,16.377,-0.008,-0.433,16.633,0.5,500.29,498.36,1.503,0,16.633,NORMAL
WF-048,01_Lithography,1,000_golden_reference.png,WF-048_Stage1_01_Lithography.png,2.321,10.786,0.0063,2.321,10.786,0.0063,0.0,11.033,0.5,499.77,498.92,1.006,0,11.033,NORMAL
WF-048,02_Etch,2,000_golden_reference.png,WF-048_Stage2_02_Etch.png,2.937,0.438,-0.0125,5.258,11.225,-0.0062,-1.089,12.395,0.417,499.47,498.88,1.016,0,12.395,NORMAL
WF-048,03_CMP,3,000_golden_reference.png,WF-048_Stage3_03_CMP.png,7.642,4.257,0.0104,12.9,15.482,0.0042,-1.327,20.152,0.402,498.71,498.45,0.905,0,20.152,NORMAL
WF-048,04_Metal1,4,000_golden_reference.png,WF-048_Stage4_04_Metal1.png,3.083,9.698,-0.0025,15.983,25.18,0.0017,-0.608,29.824,0.5,498.4,497.48,1.216,0,29.824,NORMAL
WF-049,01_Lithography,1,000_golden_reference.png,WF-049_Stage1_01_Lithography.png,12.409,3.96,-0.0104,12.409,3.96,-0.0104,0.0,13.026,0.5,498.76,499.6,0.812,0,13.026,NORMAL
WF-049,02_Etch,2,000_golden_reference.png,WF-049_Stage2_02_Etch.png,21.801,24.118,0.0631,34.21,28.078,0.0527,-0.875,44.258,0.405,496.58,497.19,0.628,2,44.258,WATCH
WF-049,03_CMP,3,000_golden_reference.png,WF-049_Stage3_03_CMP.png,41.814,32.084,0.0577,76.024,60.163,0.1104,-1.181,96.95,0.42,492.4,493.98,1.093,0,96.95,CRITICAL_DRIFT
WF-049,04_Metal1,4,000_golden_reference.png,WF-049_Stage4_04_Metal1.png,37.971,22.964,0.073,113.996,83.127,0.1834,-0.575,141.086,0.5,488.6,491.69,0.514,0,141.086,CRITICAL_DRIFT
WF-050,01_Lithography,1,000_golden_reference.png,WF-050_Stage1_01_Lithography.png,9.364,10.644,-0.0103,9.364,10.644,-0.0103,0.0,14.177,0.5,499.06,498.94,0.519,0,14.177,NORMAL
WF-050,02_Etch,2,000_golden_reference.png,WF-050_Stage2_02_Etch.png,3.128,-0.095,0.0169,12.492,10.549,0.0066,-1.207,16.35,0.412,498.75,498.95,0.252,0,16.35,NORMAL
WF-050,03_CMP,3,000_golden_reference.png,WF-050_Stage3_03_CMP.png,10.345,8.552,-0.009,22.837,19.101,-0.0023,-0.975,29.772,0.4,497.72,498.09,0.857,0,29.772,NORMAL
WF-050,04_Metal1,4,000_golden_reference.png,WF-050_Stage4_04_Metal1.png,0.129,9.816,0.0003,22.966,28.918,-0.002,-0.182,36.928,0.5,497.7,497.11,1.03,0,36.928,NORMAL
WF-051,01_Lithography,1,000_golden_reference.png,WF-051_Stage1_01_Lithography.png,-2.432,3.565,0.02,-2.432,3.565,0.02,0.0,4.315,0.5,500.24,499.64,0.548,0,4.315,NORMAL
WF-051,02_Etch,2,000_golden_reference.png,WF-051_Stage2_02_Etch.png,1.772,-4.325,0.0015,-0.66,-0.76,0.0215,-1.076,1.007,0.395,500.07,500.08,0.918,0,1.007,NORMAL
WF-051,03_CMP,3,000_golden_reference.png,WF-051_Stage3_03_CMP.png,3.142,2.782,-0.0018,2.482,2.021,0.0197,-1.219,3.201,0.406,499.75,499.8,0.473,0,3.201,NORMAL
WF-051,04_Metal1,4,000_golden_reference.png,WF-051_Stage4_04_Metal1.png,-4.85,5.555,0.0029,-2.367,7.576,0.0226,-0.779,7.937,0.5,500.24,499.24,0.732,0,7.937,NORMAL
WF-052,01_Lithography,1,000_golden_reference.png,WF-052_Stage1_01_Lithography.png,-8.04,6.405,0.0082,-8.04,6.405,0.0082,0.0,10.279,0.5,500.8,499.36,0.667,1,10.279,NORMAL
WF-052,02_Etch,2,000_golden_reference.png,WF-052_Stage2_02_Etch.png,8.851,-0.051,0.0065,0.811,6.354,0.0148,-1.457,6.406,0.414,499.92,499.36,0.549,0,6.406,NORMAL
WF-052,03_CMP,3,000_golden_reference.png,WF-052_Stage3_03_CMP.png,12.578,1.916,-0.0185,13.389,8.27,-0.0038,-1.455,15.737,0.4,498.66,499.17,0.81,0,15.737,NORMAL
WF-052,04_Metal1,4,000_golden_reference.png,WF-052_Stage4_04_Metal1.png,3.984,8.655,0.015,17.373,16.925,0.0112,-0.891,24.254,0.5,498.26,498.31,0.526,0,24.254,NORMAL
WF-053,01_Lithography,1,000_golden_reference.png,WF-053_Stage1_01_Lithography.png,1.052,6.004,-0.0036,1.052,6.004,-0.0036,0.0,6.096,0.5,499.89,499.4,0.337,0,6.096,NORMAL
WF-053,02_Etch,2,000_golden_reference.png,WF-053_Stage2_02_Etch.png,5.405,-4.221,-0.0012,6.458,1.782,-0.0048,-1.575,6.699,0.412,499.35,499.82,1.063,0,6.699,NORMAL
WF-053,03_CMP,3,000_golden_reference.png,WF-053_Stage3_03_CMP.png,-1.552,5.469,0.006,4.906,7.251,0.0012,-1.294,8.755,0.41,499.51,499.27,0.743,0,8.755,NORMAL
WF-053,04_Metal1,4,000_golden_reference.png,WF-053_Stage4_04_Metal1.png,9.752,8.468,-0.0048,14.657,15.719,-0.0036,-0.804,21.493,0.5,498.53,498.43,1.206,0,21.493,NORMAL
WF-054,01_Lithography,1,000_golden_reference.png,WF-054_Stage1_01_Lithography.png,7.707,8.703,-0.0186,7.707,8.703,-0.0186,0.0,11.625,0.5,499.23,499.13,0.515,0,11.625,NORMAL
WF-054,02_Etch,2,000_golden_reference.png,WF-054_Stage2_02_Etch.png,-7.495,4.361,0.0168,0.212,13.064,-0.0017,-1.598,13.066,0.414,499.98,498.69,0.882,0,13.066,NORMAL
WF-054,03_CMP,3,000_golden_reference.png,WF-054_Stage3_03_CMP.png,7.429,0.811,-0.0161,7.641,13.875,-0.0178,-1.491,15.84,0.396,499.24,498.61,0.89,0,15.84,NORMAL
WF-054,04_Metal1,4,000_golden_reference.png,WF-054_Stage4_04_Metal1.png,10.197,0.986,0.0078,17.838,14.861,-0.01,-0.649,23.217,0.5,498.22,498.51,1.618,0,23.217,NORMAL
WF-055,01_Lithography,1,000_golden_reference.png,WF-055_Stage1_01_Lithography.png,8.515,-1.719,-0.005,8.515,-1.719,-0.005,0.0,8.687,0.5,499.15,500.17,0.884,0,8.687,NORMAL
WF-055,02_Etch,2,000_golden_reference.png,WF-055_Stage2_02_Etch.png,21.494,23.686,0.064,30.009,21.966,0.0589,-1.434,37.189,0.414,497.0,497.8,0.757,2,37.189,NORMAL
WF-055,03_CMP,3,000_golden_reference.png,WF-055_Stage3_03_CMP.png,22.08,13.737,0.0823,52.088,35.704,0.1412,-1.338,63.15,0.407,494.79,496.43,1.001,0,63.15,WATCH
WF-055,04_Metal1,4,000_golden_reference.png,WF-055_Stage4_04_Metal1.png,23.78,32.082,0.0386,75.868,67.786,0.1798,-0.762,101.739,0.5,492.41,493.22,1.008,0,101.739,CRITICAL_DRIFT
WF-056,01_Lithography,1,000_golden_reference.png,WF-056_Stage1_01_Lithography.png,-3.383,-6.831,0.0122,-3.383,-6.831,0.0122,0.0,7.623,0.5,500.34,500.68,0.724,0,7.623,NORMAL
WF-056,02_Etch,2,000_golden_reference.png,WF-056_Stage2_02_Etch.png,10.827,5.197,-0.0137,7.444,-1.634,-0.0015,-1.153,7.621,0.408,499.26,500.16,0.518,0,7.621,NORMAL
WF-056,03_CMP,3,000_golden_reference.png,WF-056_Stage3_03_CMP.png,-1.398,3.576,0.0056,6.046,1.942,0.0041,-1.214,6.351,0.412,499.4,499.81,1.011,0,6.351,NORMAL
WF-056,04_Metal1,4,000_golden_reference.png,WF-056_Stage4_04_Metal1.png,-3.498,8.215,-0.012,2.548,10.158,-0.008,-0.683,10.473,0.5,499.75,498.98,1.187,0,10.473,NORMAL
WF-057,01_Lithography,1,000_golden_reference.png,WF-057_Stage1_01_Lithography.png,-3.781,3.295,0.003,-3.781,3.295,0.003,0.0,5.015,0.5,500.38,499.67,0.335,0,5.015,NORMAL
WF-057,02_Etch,2,000_golden_reference.png,WF-057_Stage2_02_Etch.png,12.839,-1.686,0.0191,9.058,1.609,0.0221,-1.327,9.2,0.398,499.09,499.84,0.708,0,9.2,NORMAL
WF-057,03_CMP,3,000_golden_reference.png,WF-057_Stage3_03_CMP.png,-2.961,3.187,0.0074,6.096,4.795,0.0295,-1.131,7.756,0.409,499.39,499.52,0.797,0,7.756,NORMAL
WF-057,04_Metal1,4,000_golden_reference.png,WF-057_Stage4_04_Metal1.png,-7.921,3.915,-0.0001,-1.825,8.711,0.0294,-0.288,8.9,0.5,500.18,499.13,0.581,0,8.9,NORMAL
WF-058,01_Lithography,1,000_golden_reference.png,WF-058_Stage1_01_Lithography.png,8.575,3.927,-0.0059,8.575,3.927,-0.0059,0.0,9.431,0.5,499.14,499.61,0.1,0,9.431,NORMAL
WF-058,02_Etch,2,000_golden_reference.png,WF-058_Stage2_02_Etch.png,5.006,4.176,0.0071,13.581,8.103,0.0012,-1.377,15.814,0.405,498.64,499.19,0.598,0,15.814,NORMAL
WF-058,03_CMP,3,000_golden_reference.png,WF-058_Stage3_03_CMP.png,5.502,8.09,0.0051,19.083,16.193,0.0063,-1.054,25.027,0.397,498.09,498.38,1.553,2,25.027,NORMAL
WF-058,04_Metal1,4,000_golden_reference.png,WF-058_Stage4_04_Metal1.png,5.219,-1.439,-0.0024,24.302,14.754,0.004,-0.406,28.43,0.5,497.57,498.52,0.989,0,28.43,NORMAL
WF-059,01_Lithography,1,000_golden_reference.png,WF-059_Stage1_01_Lithography.png,-7.017,-1.688,0.0099,-7.017,-1.688,0.0099,0.0,7.217,0.5,500.7,500.17,0.572,1,7.217,NORMAL
WF-059,02_Etch,2,000_golden_reference.png,WF-059_Stage2_02_Etch.png,-5.136,-4.621,0.0016,-12.153,-6.309,0.0115,-1.577,13.693,0.397,501.22,500.63,0.411,0,13.693,NORMAL
WF-059,03_CMP,3,000_golden_reference.png,WF-059_Stage3_03_CMP.png,2.679,9.443,0.0132,-9.474,3.134,0.0247,-1.772,9.979,0.415,500.95,499.69,0.669,0,9.979,NORMAL
WF-059,04_Metal1,4,000_golden_reference.png,WF-059_Stage4_04_Metal1.png,9.143,1.673,0.0123,-0.331,4.807,0.037,-1.024,4.818,0.5,500.03,499.52,0.971,0,4.818,NORMAL
WF-060,01_Lithography,1,000_golden_reference.png,WF-060_Stage1_01_Lithography.png,-6.466,10.332,-0.0144,-6.466,10.332,-0.0144,0.0,12.189,0.5,500.65,498.97,0.63,0,12.189,NORMAL
WF-060,02_Etch,2,000_golden_reference.png,WF-060_Stage2_02_Etch.png,12.263,8.483,0.009,5.797,18.815,-0.0054,-1.584,19.687,0.408,499.42,498.12,1.205,1,19.687,NORMAL
WF-060,03_CMP,3,000_golden_reference.png,WF-060_Stage3_03_CMP.png,12.28,7.483,-0.0054,18.077,26.297,-0.0108,-1.351,31.911,0.399,498.19,497.37,1.099,2,31.911,NORMAL
WF-060,04_Metal1,4,000_golden_reference.png,WF-060_Stage4_04_Metal1.png,-8.694,2.658,-0.0018,9.383,28.955,-0.0126,-0.648,30.438,0.5,499.06,497.1,1.334,1,30.438,NORMAL
WF-061,01_Lithography,1,000_golden_reference.png,WF-061_Stage1_01_Lithography.png,3.86,7.804,0.0176,3.86,7.804,0.0176,0.0,8.706,0.5,499.61,499.22,0.48,0,8.706,NORMAL
WF-061,02_Etch,2,000_golden_reference.png,WF-061_Stage2_02_Etch.png,-6.616,-2.791,-0.019,-2.756,5.012,-0.0014,-1.507,5.72,0.409,500.28,499.5,0.787,0,5.72,NORMAL
WF-061,03_CMP,3,000_golden_reference.png,WF-061_Stage3_03_CMP.png,3.351,9.475,-0.0111,0.595,14.487,-0.0125,-1.857,14.499,0.411,499.94,498.55,0.673,1,14.499,NORMAL
WF-061,04_Metal1,4,000_golden_reference.png,WF-061_Stage4_04_Metal1.png,9.125,9.369,-0.0079,9.72,23.856,-0.0204,-1.312,25.76,0.5,499.03,497.61,1.071,0,25.76,NORMAL
WF-062,01_Lithography,1,000_golden_reference.png,WF-062_Stage1_01_Lithography.png,11.818,-1.521,-0.0003,11.818,-1.521,-0.0003,0.0,11.915,0.5,498.82,500.15,0.945,0,11.915,NORMAL
WF-062,02_Etch,2,000_golden_reference.png,WF-062_Stage2_02_Etch.png,20.333,31.52,0.0381,32.15,29.998,0.0378,-1.163,43.972,0.412,496.78,497.0,0.487,0,43.972,WATCH
WF-062,03_CMP,3,000_golden_reference.png,WF-062_Stage3_03_CMP.png,34.092,28.349,0.0868,66.242,58.347,0.1246,-1.228,88.275,0.409,493.38,494.17,0.325,0,88.275,CRITICAL_DRIFT
WF-062,04_Metal1,4,000_golden_reference.png,WF-062_Stage4_04_Metal1.png,35.814,15.4,0.0549,102.056,73.747,0.1795,-0.868,125.913,0.5,489.79,492.63,1.26,0,125.913,CRITICAL_DRIFT
WF-063,01_Lithography,1,000_golden_reference.png,WF-063_Stage1_01_Lithography.png,-0.021,10.127,-0.0187,-0.021,10.127,-0.0187,0.0,10.127,0.5,500.0,498.99,0.48,0,10.127,NORMAL
WF-063,02_Etch,2,000_golden_reference.png,WF-063_Stage2_02_Etch.png,-0.848,0.981,0.018,-0.87,11.108,-0.0007,-1.484,11.142,0.406,500.09,498.89,0.797,0,11.142,NORMAL
WF-063,03_CMP,3,000_golden_reference.png,WF-063_Stage3_03_CMP.png,-6.814,5.342,0.0018,-7.684,16.451,0.0011,-1.102,18.157,0.406,500.77,498.35,1.03,2,18.157,NORMAL
WF-063,04_Metal1,4,000_golden_reference.png,WF-063_Stage4_04_Metal1.png,-1.109,0.167,-0.0124,-8.793,16.617,-0.0113,-0.729,18.8,0.5,500.88,498.34,0.992,0,18.8,NORMAL
WF-064,01_Lithography,1,000_golden_reference.png,WF-064_Stage1_01_Lithography.png,1.004,4.93,0.0057,1.004,4.93,0.0057,0.0,5.031,0.5,499.9,499.51,0.149,0,5.031,NORMAL
WF-064,02_Etch,2,000_golden_reference.png,WF-064_Stage2_02_Etch.png,4.137,-6.616,0.0115,5.141,-1.686,0.0171,-0.995,5.41,0.406,499.49,500.17,0.511,0,5.41,NORMAL
